File Name,Fashion Sentence
00000022.txt,"""

""of course i will,"" i said, and as i fastened the lace collar, whose
pattern was roses and leaves, with the pin she gave me, and looked in my
little glass, i thought what a poor resemblance to royalty i bore, and
laughed at the appellation.

"
00000022.txt,"when the artist adds to the charming portrait the dress and the little
pearls she wore to receive me, it will be so real i shall want to ask it
to speak to me, and when she leaves me i can look at it, and in my heart
hear her say 'louis my dear boy.'"
00000022.txt,"grandfather was only sixteen years at that time, and
though he saw no hard service, but was dressed up in ruffled shirt,
etc., received through life a pension of ninety-six dollars per year,
having enlisted for a period of six months, whereas some of his friends,
who saw hard service, and came out of the contest maimed for life,
received nothing.

"
00000022.txt,"grandfather was of french extraction, and he boasted largely of this,
but i could not feel very proud of the fact that he traded with the
british, carrying to them hams, dried beef, poultry, and anything in
shape of edibles, receiving in return beautiful silk stockings, bandanna
handkerchiefs, and the tea that the old ladies were so glad to get.
"
00000022.txt,"several times he was nearly captured, and once thrust into a stone wall,
in the town of stratford, a quantity of silk stockings, with which his
pockets were filled."
00000022.txt,"""

aunt phebe was free from all vanity; she dressed simply, and was truly
economical."
00000022.txt,"when she saw aunt phebe
with me, her face radiated in smiles (and as her mouth was large, these
smiles were broad grins) and, jerking her small wool-covered head while
she hastily smoothed out her long apron, she said:

""come in, miss minot."
00000022.txt,"""now, what
will be the rent?""

""well, if you are bent on payin', i don't want to say less than ten
dollars a year.""

""i would call it twelve, and that will be one dollar a month, mrs.
smith.""

""thank you, mam, it'll be a great help; i have the sideache sometimes,
and can't do nothing for a day or so, not even get the wool rolls off my
wheel, and that is jist play when i'm smart: he may come neat or not
neat, plint or no plint,"" and the bargain was finished, and matthias
jones was to appear on, or near, the first of march.

"
00000022.txt,"i desire to ask you not to trouble clara, by persisting in your suit."
00000022.txt,"to cap the climax, clara put up to the windows some half
curtains of unbleached cotton, bound with bright french red."
00000022.txt,"i was greatly wrought upon by matthias' tales
of the south; and yet he venerated the people of that country, and
said:

""the northerners are too cold-blooded: they didn't invite folks to have
a bite without first feelin' in their pockets to see if they could find
money there."
00000022.txt,"""did you ever knit silk?""

""shouldn't think i did."
00000022.txt,"""i have some beautiful silk thread, i have had it for years."
00000022.txt,"my
grandfather's people, over in france, were silk weavers."
00000022.txt,"""i
have a lot of silk in thread and floss: i'll get the box and show it to
you,"" and she did.

"
00000022.txt,"my own curiosity led me into the room--i had stood back of the door all
this time--and the silk was beautiful; rich dark shades and fancy colors
mingled, and a quantity of it too."
00000022.txt,"""well,"" said clara, ""if you will show me how to knit some for myself, i
will be willing to scare you a little."
00000022.txt,"she sat knitting away on her silk
stockings, and talked as stiffly, saying the merest things."
00000022.txt,"clara left
the room a few moments, and then she said:

""ain't she jist a angel; she's give me the beautifullest real lace
collar for myself, and three solid linen shirts for our minister; said
per'aps she should'nt go over; and two or three pieces of money for his
wife, and a real beautiful linen table-cloth; you don't care if i take
'em, do you?""

""oh, no!"""
00000022.txt,"jane north proudly displayed the four five dollar gold pieces, and
descanted long on ""such fine linen,"" and that beautiful lady who sent
it.

"
00000022.txt,"they are a perfect set of stubborn stupidities, and driving is the only
thing to suit them, depend on it."
00000022.txt,"taking off his hat and saluting us in
his accustomed way, he said:

""'pears like i'll have to ask some of yere to go out in de woods a
piece--thar's a queer looking gal out thar, an' she's mighty nigh froze
to death; she is, sartin.""

""where is she, matthias?""

""clean over thar; quite a piece, miss.""

""near any house?"""
00000022.txt,"her dress was of silk,
and her shawl fine but thin."
00000022.txt,"""

""i cannot say _no_, but i have thought--mr. benton has asked me the same
question, and i hardly know what to say--i said to him, 'if emily is
willing, i will not oppose your suit.'"
00000022.txt,"i found the purse where i had sewed it in my
dress, but my cloak and bonnet and furs, all are gone.

"
00000022.txt,"i'll get you a suit of nicer clothes than you ever had, and a shiny
hat--hey, what do you say?""

""mas'r benton,"" said matthias slowly, ""i'm never gwine to tell a lie an'
set myself in de place whar satan hisself can ketch a holt an me."
00000022.txt,"""

""for the reason that she desires to plead with him for the wife and boys
that are in need, and is a strong noble woman too,--why, she will have
the strength of a lion when she gets well, and there is a resolute
determination on her part to place before mr. benton a plain picture of
his duty.""

""hem!"" said aunt hildy, ""she can get her picture all ready and put on
the prettiest paint in the market,--that man will be gone in less than
twenty-four hours."
00000022.txt,"her dress was a most becoming wrapper of blue
(she found it in clara's bundle) her hair falling as on the previous
day in natural curls, and the same india shawl thrown over her sloping
shoulders."
00000022.txt,"a blanket and some home-spun towels from
aunt hildy; a large silk bandana handkerchief, a chintz dress pattern,
and a little bead purse with some bits of gold from clara (how much i
never knew), and from louis a load of shingles, and the services of a
carpenter to re-shingle the little house, with some sensible gifts from
hal and our people."
00000022.txt,"aunt peg was beside herself with joy which she could
not express to suit her, and at last she said, ""won't try to tell you
nothin'--can't do it.""

mr. and mrs. davis stayed only a few minutes after the ceremony, but we
three had a long chat with our good friends, and when we left them at
the door, tears of gratitude fell from aunt peg's eyes."
00000022.txt,"""yes,"" i said, ""just that; the thought of being elaborately dressed is
distasteful to me as well as unsuited to our desires, for a wedding
display would certainly arouse the spirit of envy if nothing more."
00000022.txt,"""hem!"" said she, ""school teachers don't generally know much else.
"
00000022.txt,"""

""dat's jes' what i'se gwine to be,"" he replied, and as he passed along
the path, i thought i saw the corner of his coat sleeve near his eye.

"
00000022.txt,"""just a white dress, emily, and violets to fasten your hair,"" said
clara, ""which i will coax to curl for this one day."
00000022.txt,"it
was not his garb that made him regal, for he was clad in a suit of
simple black with a vest and necktie of spotless white.

"
00000022.txt,"when about half way to the door i was conscious of seeing aunt peg and
matthias; a moment more, and she with her white apron, and he with his
high hat full of roses, were walking before us and throwing them in our
path.

"
00000022.txt,"first came the goodins, and their hands yielded to us thoroughly
appreciated gifts: one dozen linen towels spun, woven and bleached by
the hands of mrs. goodwin; her husband adding for louis the solid silver
knee and shoe buckles his grandfather wore when a revolutionary officer,
the trusty sword that hung by his side, and his uniform coat with its
huge brass buttons, with the trunk of red cedar where for years they
have been kept.

"
00000022.txt,"at my feet matthias dropped his burden, and the donor said:

""there is a goose-feather bed and a pair of pillows, and i picked every
feather of 'em off my geese; them two linen sheets and two pair of
piller-cases done up with 'em i made myself."
00000022.txt,"a beautiful mat bordered with her own choice of bright colors, a
clothes-basket made by matthias, and in the latter three pairs of
beautifully-knitted wool stockings for louis.

"
00000022.txt,"""peg spun dis wool,"" said matthias, ""an' de stockins is good: dis
baskit,"" he added despairingly, ""i tried my bes' to put some sky color
on, but i reckin ef de bluin' bottle had jes' spill over it 'twould do
more colorin' and better too."
00000022.txt,"""

""certainly you do, matthias, and she has sent a bandanna turban for your
wife, and a pair of knitted gloves for you."
00000022.txt,"""

""she has never deigned to creep,"" said mary; ""the first time i tried to
have her, she looked at me and then at her dress as if to say, ""that
isn't nice,"" and could not be coaxed to crawl."
00000022.txt,"come, emily,"" and he led the way
to the fourth floor, where, under the flat roof in a long, low room,
were the little wool pickers."
00000022.txt,"the heat was stifling, and the fuzz from the wool made it worse.
"
00000022.txt,"they wore no stockings or shoes, nothing but a shirt and overalls, and
these were drenched as with rain.

"
00000022.txt,"""

after again stopping in the office for a few words of conversation with
mr. damon, louis was ready, the boys clambered into our carriage, and we
were on our way to their homes, first stopping to purchase for each of
them a suit of clothes, a large straw hat, and a black cap."
00000022.txt,"i can't know
nothin';"" and with ""good arternoon"" he left us, swinging his hat in his
hand, and singing still ""oh, canaan!"""
00000022.txt,"he stood with his hat
raised, and his large beautiful eyes turned toward us filled with
feeling as he answered:

""ladies, you can never realize the debt i have to pay you."
00000022.txt,"mr. davis gave thanks and spoke
feelingly of the one among us who had been delivered from the yoke of
bondage, saying:

""may we be able to prove ourselves worthy of his great love, and
confidence, and be forever mindful of all those both in the north and
south who wait, as he has waited, for deliverance."""
00000022.txt,"we had one of her crimson-cushioned easy chairs arranged
to suit her needs, and in this she could be rolled about."
00000022.txt,"do not have
any unnecessary trimmings for it, and i would like to wear in this last
resting-place the blue dress i prize the most."
00000022.txt,"in the morning she was weak, but we dressed her, and after eating a
little she felt better, and in the afternoon seemed very comfortable and
happy."
00000022.txt,"the little pillow made by her
own hands was of blue, covered with a fine web of wrought lace, and with
edging that had also been her handiwork."
00000022.txt,"we dressed her as she
desired,--in a plain dress of pale blue,--the violet blossoms she loved
were in her hand, and it seemed to me as if i could never see her laid
out of sight--she was so beautiful in this last sleep; she looked not
more than thirty; there were no gray hairs among the brown, and no lines
of care or sorrow marked her sweet, pure face.

"
00000022.txt,"you know she loved you, and i
imagine at this moment you are each wearing a pair of stockings which
were knit for you by her."
00000022.txt,"all the children knew the boundaries of their individual territories;
and the youngest among them, five-year-old sammy, strutted about with
his hands in his pockets, whistling and thinking, now and then giving
vent to his joy."
00000022.txt,"no clouds skirt the horizon; broad, beautiful
daylight beams lovingly upon us."
00000037.txt,"she turned
away almost as soon as she met his eyes; he had hardly time
to raise his hat, as, after a moment's hesitation, he proceeded
to do.  "
00000037.txt,"her profile, delicate and thin, defined itself
against the sky, in the clear shadow of a coquettish hat;
her figure was light; she bent and leaned easily;
she wore a gray dress, fastened up as was then the fashion,
and displaying the broad edge of a crimson petticoat.
"
00000037.txt,"he raised his hat
to her and to the young girl, and he became conscious, as regards
the latter, of a certain disappointment.  "
00000037.txt,"he almost always dressed in light-colored garments, and he wore
round his neck an eternal blue cravat.  "
00000037.txt,"she had soft brown hair,
with a silky-golden thread in it, beautifully arranged and crowned by a smart
little hat that savoured of paris.  "
00000037.txt,"she moved
about a great deal in her place, twisted her little flexible body and tossed
her head, fingered her hair and examined the ornaments of her dress.  "
00000037.txt,"miss vivian's companion was a powerful, handsome fellow, with a remarkable
auburn beard, who struck the observer immediately as being uncommonly
well dressed.  "
00000037.txt,"he carried his hands in the pockets of a little jacket,
the button-hole of which was adorned with a blooming rose.
"
00000037.txt,"there were green velvet benches all around it, and a great
polished floor stretched away, shining in the light
of chandeliers adorned with innumerable glass drops.
"
00000037.txt,"a green velvet porti; agere suspended in one of the door-ways--
not that through which our friends had passed--was lifted,
and gordon wright stood there, holding it up, and looking at them.
"
00000037.txt,"i don't suppose
you wish me to string you off a dozen mere banalites--'she 's a
charming girl--evidently a superior person--has a great deal of style.'
""

""oh no,"" said gordon; ""i know all that.  "
00000037.txt,"""

""if she does n't, i 'll eat my hat!"" said captain lovelock.
"
00000037.txt,"""

she was turning away, and bernard, as he raised his hat
and separated from her, felt that it was rather cruel that
he should let her go without enlightening her ignorance.
"
00000037.txt,"i will go to mrs. vivian every morning,
hat in hand, for my orders."
00000037.txt,"""

gordon wright, with his hands in his pockets and a meditative expression,
took several turns about the room.

"
00000037.txt,"as he approached mrs. vivian's door he saw a figure in a light dress
standing in the little balcony.  "
00000037.txt,"he stopped and looked up, and then
the person in the light dress, leaning her hands on the railing,
with her shoulders a little raised, bent over and looked down at him.
"
00000037.txt,"a heavy thunder-storm had broken over the place an hour before,
and bernard had been standing at one of his friend's windows,
rather idly, with his hands in his pockets, watching the rain-torrents
dance upon the empty pavements.  "
00000037.txt,"after he had dressed himself and just as he was leaving
his room, a servant brought him a note superscribed in
gordon's hand--a note of which the following proved to be the
contents.

"
00000037.txt,"he intended to intimate that he had come
back to baden with his mind made up to relinquish his suit,
and that he had questioned bernard simply from moral curiosity--
for the sake of intellectual satisfaction.  "
00000037.txt,"""they follow each other very fast!""

blanche kept her hand behind her head, which was bent slightly forward;
her bare arm emerged from her hanging sleeve, and, with her eyes glancing
upward from under her lowered brows, she smiled at her two spectators.
"
00000037.txt,"i got a horrid little stain in the middle of my dress that one
of the young men--the young savants--was so good as to drop there.
"
00000037.txt,"she was sitting in the vague glow of the fire-light, in a wonderful
blue dress, with two little blue feet crossed on the rug and pointed at
the hearth.  "
00000037.txt,"when he had dressed himself again, bernard stretched himself
on the beach, feeling happier than he had done in a long time,
and pulled his hat over his eyes.  "
00000037.txt,"he waked up to find himself looking into the crown of his hat,
which had been resting on the bridge of his nose.
"
00000037.txt,"he was so near her
that he could have touched her dress with the point of his umbrella.
"
00000037.txt,"his hostess came rustling in at last; she seemed agitated;
she knocked over with the skirt of her dress a little gilded
chair which was reflected in the polished parquet as in a sheet
of looking-glass."
00000037.txt,"""by leaving me alone.""

bernard looked at her a moment, then came straight back into the drawing-room
and took his hat.

"
00000037.txt,"she always comes in after every
one is there--looking so devilish pretty, pulling on her gloves.
"
00000037.txt,she wears the longest gloves i ever saw in my life.  
00000037.txt,"they were turned toward our two friends, and when bernard distinguished them,
in the well-dressed multitude, they were looking straight at gordon wright.

"
00000037.txt,"""

gordon took up his hat and stick; he saw that bernard did not do the same.

"
00000037.txt,"but she is greatly interested in certain shops that she
is buying out, and especially in her visits to her tailor.
"
00000037.txt,"the captain's eyes, it is true, were fixed upon the scene;
his head was bent a little, his magnificent beard rippled over
the expanse of his shirt-front."
00000037.txt,"""
and gordon took up his hat.  "
00000037.txt,"if, however, gordon was not able
to be present, he, in conjunction with his wife, bought for angela,
as a bridal gift, a necklace of the most beautiful pearls the rue de
la paix could furnish; and on his arrival at cairo, while he waited
for his dragoman to give the signal for starting, he found time,
in spite of the exactions of that large correspondence which has
been more than once mentioned in the course of our narrative,
to write bernard the longest letter he had ever addressed to him.
"
00000038.txt,"she is very pretty, and always wears a
black dress, with the most beautiful fit; she speaks a little
english; she tells me she had to learn it in order to converse with
the americans who come in such numbers to this hotel.  "
00000038.txt,"she is what
they call here a belle femme, which means that she is a tall, ugly
woman, with style.  "
00000038.txt,"she has a sweet gainsborough head,
and a great gainsborough hat, with a mighty plume in front of it,
which makes a shadow over her quiet english eyes.  "
00000038.txt,"this gracious english maiden, with her clinging robes, her amulets
and girdles, with something quaint and angular in her step, her
carriage something mediaeval and gothic, in the details of her person
and dress, this lovely evelyn vane (isn't it a beautiful name?) is
deeply, delightfully picturesque.  "
00000038.txt,"then the violet eye--the very eye itself seems to blush;
the great shadowy hat, making the brow so quiet; the strange,
clinging, clutching, pictured raiment!  "
00000038.txt,"and you know clara is
bangor, to the soles of her shoes.  "
00000038.txt,"it's in a different style from the conversation of mr.
verdier--not so complimentary, but more intellectual.  "
00000038.txt,"i said this the other day to madame do maisonrouge--that miss vane
dressed in the costume of the past.  "
00000038.txt,"he is splendidly
educated, in the german style, and he told me the other day that he
was an ""intellectual broom.""  "
00000039.txt,"i closed my eyes and listened;
i could almost hear the rustle of her dress on the gravel.  "
00000039.txt,"she is thin and
very fair, and was dressed in light, vaporous black that completes the
resemblance.  "
00000039.txt,"""she
declares she doesn't care a pin's head what you think.""

""i recognise the countess's style!"""
00000039.txt,"i believe you are in
my shoes.  "
00000039.txt,she was dressed in white; she was deucedly pretty.  
00000048.txt,"the old gentleman was
not prepossessing in appearance, and seemed to be avoided by his
well-dressed fellow-passengers."
00000048.txt,"he wore a wretched-looking coat, and upon
his head a dingy, faded hat of foreign manufacture."
00000048.txt,"his shoes showed
frequent patches, and looked very much as though their owner had
performed the duties of an amateur cobbler.

"
00000048.txt,"the young man who accompanied him, and who was dressed in clothing of
good quality and style, was discovered to be his servant, and the old
gentlemen, in a few words, completed a bargain in which thousands of
dollars were involved.

"
00000048.txt,"the blue eyes of the worthy squire opened in amazement as the
supposed beggar, drawing forth a well-filled but much-worn leather
wallet, and taking from one of its dingy compartments the amount of
the purchase-money agreed upon, afforded the astonished magistrate a
glimpse of additional wealth of which the amount paid seemed but a
small fraction.

"
00000048.txt,"one of the neighbors who had accompanied the party was about to
search the pockets of the murdered man, when farmer allen, raising
his hand, cried:

""stop!"
00000048.txt,"samuel waring and bucholz had gone directly to the office of the
coroner, and informing him of the sad affair, had proceeded to the
drug-store in the village, with the view of having the wounds upon
his face dressed."
00000048.txt,"the coroner immediately took charge of the body, and the physician
who accompanied him made an examination into the cause of his death.

upon turning the body over, two ugly gashes were found in the back of
his head, one of them cutting completely through the hat which
covered it and cutting off a piece of the skull, and the other
penetrating several inches into the brain, forcing the fractured
bones of the skull inward.

"
00000048.txt,"if he had rifled the dead man's pockets and had taken from
him his greedily hoarded wealth, where was it now secured, or what
disposition had he made of it?

from the time that he had fallen fainting upon the floor of the
farm-house kitchen, until the present, he was not known to have been
alone.

"
00000048.txt,"one of these discoveries was the finding of a piece of linen cloth,
folded up and partly stained with blood, as though it had been used
in wiping some instrument which had been covered with the crimson
fluid."
00000048.txt,"she would have yielded to an intuitive sense of danger, and fled from
the spot, but nat stepped quickly in the way and barred her passage,
lifting his hat in mock reverence as he addressed her.

"
00000048.txt,"the gouty old land-owner looked with astonishment as his
shabbily-dressed visitor proffered his request."
00000048.txt,"this fact,
however, produced no change in his habits or his dress, nor did his
mode of living undergo any improvement consequent upon the changed
condition of his circumstances."
00000048.txt,"indeed, it seemed that his reserve and isolation became more marked,
and he dressed so shabbily that he scarcely ever appeared in other
than soiled and ragged garments."
00000048.txt,"finding himself left to his own resources, frank cordially accepted
an invitation to take a stroll with his newly-found associate, and
putting on his hat he linked his arm in that of bucholz, and they
left the hotel together.

walking slowly on they soon came to the brilliantly-lighted
thoroughfare in the bowery, known as chatham street, and here their
ears were saluted with the sounds of music, which emanated from the
illuminated saloons, which lined the sidewalks at frequent intervals.

"
00000048.txt,"""don't you think i would suit you, mr. schulte?"
00000048.txt,"if it does
not suit you, you can return, and we can make our arrangements
afterward."
00000048.txt,"the web of fate had woven itself around their
two lives, and the compact this day made was only to be severed by
the death, sudden and mysterious, of the eldest party to the
agreement.

who could have told that before many months had rolled away, that old
man would have been brutally beaten to death, and that the
bright-faced young man who sued for his favor would be sitting in a
lonely cell under the dreadful charge of committing the foul deed!

"
00000048.txt,"the verdant spectator is frequently amazed to find the apparent
gentleman, attired with the precision of the tailor's art, with
immaculate linen, and of delicate, and sometimes refined appearance
arraigned for the crime of robbery or murder.

"
00000048.txt,"the trial of the two men, which subsequently took place at
bridgeport, was attended by a large array of new york burglars,
shoplifters and pick-pockets--all friends of the criminals."
00000048.txt,"they were all dressed in the most exquisite style, and deported
themselves in a manner far from what would ordinarily be expected
from men engaged in professional criminal pursuits.

"
00000048.txt,"he soon reached the designated spot, and, reaching under the loose
flooring near the head of the stairs, his eyes lighted up with
satisfaction as his hand came in contact with the leather book which
he had half hoped and half doubted to find there."
00000048.txt,"robert held the lantern, while paul schmoeck stood by, with
his hands in his pockets, eagerly awaiting developments.

"
00000048.txt,"the german consul removed this outer covering and the black leather
book was disclosed to view, which gave evidence of containing no
small amount of money.

"
00000048.txt,"his shirt had been saturated with blood, and he had been compelled to
destroy it to prevent detection.

"
00000048.txt,"he would procure an old shirt and a pair of pantaloons, which he
would first stain with blood, and would then bury them in the ground
near to the scene of the murder, and would then write an anonymous
letter to the state's attorney and to the counsel for bucholz,
informing them of the place where they could be found.

"
00000048.txt,"he wanted new clothing, and even
expressed a desire that sommers should procure for him a uniform
dress of the regiment of hussars of which he was formerly a
member--in fact, became so importunate in his demands and so
ridiculous in his fancied wants, that sommers, fearful of affording
grounds for suspicion in the minds both of the inmates of the prison
and of the counsel for bucholz, was compelled to emphatically refuse
to gratify his wishes.

"
00000048.txt,"he was dressed with scrupulous neatness, and had evidently taken
great care in preparing himself for the trial."
00000048.txt,"he wore a new suit of
clothes, of neat pattern and of modern style, and his linen was of
spotless whiteness and carefully arranged."
00000048.txt,"their surprise was therefore unbounded, when,
instead of the monster their imaginations had conjured up, they
beheld the young, well-dressed and good-looking german who appeared
before them, and a strong feeling of sympathy for the unfortunate man
was manifested by a majority of those present.

"
00000048.txt,"already he sees the hand of impending fate, and as this unexpected
web of circumstantial and positive evidence is being slowly and
systematically woven about him, the shadow of the gallows falls upon
him, and yet he makes no sign."
00000048.txt,"the shirt contained spots of blood, and the pantaloons also displayed
evidences of the same crimson fluid.

"
00000048.txt,"it was contended upon the part of bucholz, that the money was taken
from the pockets of the murdered man while bucholz was assisting in
carrying the body to the house, and that he was enabled to do this
the more easily, because he alone knew where the old gentleman placed
the money which he carried about his person.

"
00000048.txt,"those upon the shirt were alleged to have been produced from the
bleeding of the face of the prisoner who was wounded upon the same
evening, and the pantaloons, it was claimed, had received the stains
upon them from the blood which had dropped while bucholz was
assisting the bearers to carry the corpse to the house after the
preliminary investigation by the coroner.

"
00000048.txt,"1 50
another man's wife--mrs. hartt          1 50
purple and fine linen--fawcett          1 50
pauline's trial--l. d. courtney         1 50
the forgiving kiss--m. loth             1 75
flirtation--a west point novel          1 00
loyal into death                        1 50
that awful boy                            50
that bridget of ours                      50
bitterwood--by m. a. green              1 50
phemie frost--ann s. stephens           1 50
charette--an american novel             1 50
fairfax--john esten cooke               1 50
hilt to hilt.        "
00000048.txt,"old and young peruse her stories with great
delight, for she writes in a style that all can comprehend."
