,File Name,Fashion Sentence,adjectives,nouns,noun_adj_map,suprisal
244,00000015.txt,"""messieurs,"" said raoul, partially rising but still stooping over the
tiller, and taking his hat off his bright curls with mock courtesy, ""i
am going back to new orleans.","['bright', 'mock', 'new']","['raoul', 'tiller', 'hat', 'curls', 'courtesy']","[{'curls': ['bright'], 'courtesy': ['mock']}, {'curls': ['bright'], 'courtesy': ['mock']}]",8.080123299366647
245,00000015.txt,"""besides
that, i know laussat has gone to martinique; that the americains have a
newspaper, and that cotton is two-bits a pound.",['laussat'],"['martinique', 'americains', 'newspaper', 'cotton', 'bits', 'pound']",[],8.185132466330462
246,00000015.txt,"dey
livin' in de rue royale in mag-_niff_ycen' style on top de drug-sto' of
proffis-or frowenfel'.""

",['top'],"['livin', 'royale', 'mag-_niff_ycen', 'style', 'drug', 'sto', 'frowenfel']",[{'sto': ['top']}],9.517457297062917
247,00000015.txt,"""if professo' frowenfel' 's in?"" replied a young man in shirt-sleeves,
speaking rapidly, slapping a paper package which he had just tied, and
sliding it smartly down the counter.",['young'],"['professo', 'frowenfel', 'man', 'shirt', 'sleeves', 'paper', 'package', 'counter']",[{'man': ['young']}],7.819943129627167
248,00000015.txt,"""lie still,"" said the doctor, reassuringly, as the rentier began to lift
the one knee and slippered foot which was drawn up on the couch and the
hand which hung out of sight across a large, linen-covered cushion.

by pleasant talk that seemed all chat, the physician soon acquainted
himself with the case before him.","['rentier', 'large', 'pleasant']","['lie', 'doctor', 'knee', 'foot', 'couch', 'hand', 'sight', 'linen', 'cushion', 'talk', 'chat', 'physician', 'case']","[{'foot': ['slippered'], 'cushion': ['large', 'covered'], 'talk': ['pleasant']}, {'foot': ['slippered'], 'cushion': ['large', 'covered'], 'talk': ['pleasant']}, {'foot': ['slippered'], 'cushion': ['large', 'covered'], 'talk': ['pleasant']}]",7.078391775289926
249,00000015.txt,"it would be most
pleasant to tarry once more in description of this gathering of nobility
and beauty; to recount the points of creole loveliness in midsummer
dress; to tell in particular of one and another eye-kindling face,
form, manner, wit; to define the subtle qualities of creole air and sky
and scene, or the yet more delicate graces that characterize the music
of creole voice and speech and the light of creole eyes; to set forth
the gracious, unaccentuated dignity of the matrons and the ravishing
archness of their daughters.","['most', 'pleasant', 'creole', 'midsummer', 'particular', 'subtle', 'creole', 'delicate', 'creole', 'creole', 'gracious', 'unaccentuated']","['description', 'gathering', 'nobility', 'beauty', 'points', 'loveliness', 'dress', 'eye', 'kindling', 'face', 'form', 'manner', 'wit', 'qualities', 'air', 'sky', 'scene', 'graces', 'music', 'voice', 'speech', 'light', 'eyes', 'dignity', 'matrons', 'archness', 'daughters']","[{'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}, {'loveliness': ['creole'], 'dress': ['midsummer'], 'qualities': ['subtle'], 'air': ['creole'], 'graces': ['delicate'], 'voice': ['creole'], 'eyes': ['creole'], 'dignity': ['gracious', 'unaccentuated'], 'archness': ['ravishing']}]",6.575966474573541
250,00000015.txt,"when an unclouded moon shone
upon it, it cast a shadow as black as velvet.

under this fig-tree, some three hours later than that at which honore
bade joseph good-night, a man was stooping down and covering something
with the broad, fallen leaves.

","['unclouded', 'black', 'good', 'broad', 'fallen']","['moon', 'shadow', 'velvet', 'fig', 'tree', 'hours', 'honore', 'night', 'man', 'leaves']","[{'moon': ['unclouded'], 'night': ['good'], 'leaves': ['broad', 'fallen']}, {'moon': ['unclouded'], 'night': ['good'], 'leaves': ['broad', 'fallen']}, {'moon': ['unclouded'], 'night': ['good'], 'leaves': ['broad', 'fallen']}]",7.354825681397149
251,00000015.txt,"he was not a robber; he was not an assassin; he
was not an officer of police; and what is more notable, seeing he was a
louisianian, he was not a soldier nor even an ex-soldier; and this
although, under his clothing, he was encased from head to foot in a
complete suit of mail.","['notable', 'complete']","['robber', 'assassin', 'officer', 'police', 'louisianian', 'soldier', 'ex', '-', 'soldier', 'clothing', 'head', 'foot', 'suit', 'mail']",[{'suit': ['complete']}],5.180422197245125
252,00000015.txt,'tain't nutt'n' but my old dress roll' up into a ball.,['old'],"['dress', 'roll', 'ball']",[{'roll': ['old']}],8.801479762908974
253,00000015.txt,"she repeated this again and again, even
after capitain jean-baptiste had disengaged a small black coffin from
the old dress in which it was wrapped.","['small', 'black', 'old']","['capitain', 'baptiste', 'coffin', 'dress']","[{'coffin': ['small', 'black'], 'dress': ['old']}, {'coffin': ['small', 'black'], 'dress': ['old']}]",8.019293723687076
254,00000015.txt,"agricola turned upon the f.m.c.

""take off your hat!""

a sudden activity seized every one connected with the establishment as
the quadroon let his thin right hand slowly into his bosom, and answered
in french, in his soft, low voice:

""i wear my hat on my head.","['sudden', 'thin', 'right', 'soft', 'low']","['f.m.c', 'hat', 'activity', 'establishment', 'quadroon', 'hand', 'bosom', 'french', 'voice', 'hat', 'head']","[{'activity': ['sudden'], 'hand': ['thin', 'right'], 'voice': ['soft', 'low']}, {'activity': ['sudden'], 'hand': ['thin', 'right'], 'voice': ['soft', 'low']}, {'activity': ['sudden'], 'hand': ['thin', 'right'], 'voice': ['soft', 'low']}]",6.684986964886079
255,00000015.txt,"while every one's attention was directed toward the wounded man,
his antagonist restored his dagger to its sheath, took up his hat and
walked away unmolested.",['unmolested'],"['one', 'attention', 'man', 'antagonist', 'dagger', 'sheath', 'hat']",[{'man': ['wounded']}],6.53818945341562
256,00000015.txt,"he tried to suit the gesture to the words, but both
hands and feet were growing uncontrollably restless.

",['restless'],"['gesture', 'words', 'hands', 'feet']",[],7.81494256207068
257,00000015.txt,"there is
somebody there--a small, thin, weary-looking man, who leans his bared
head slightly back against the tree, his thin fingers knit together in
his lap, and his chapeau-bras pressed under his arm.","['small', 'thin', 'weary', 'bared', 'thin']","['man', 'head', 'tree', 'fingers', 'lap', 'chapeau', 'arm']","[{'man': ['small', 'thin', 'looking'], 'head': ['bared'], 'fingers': ['thin']}, {'man': ['small', 'thin', 'looking'], 'head': ['bared'], 'fingers': ['thin']}, {'man': ['small', 'thin', 'looking'], 'head': ['bared'], 'fingers': ['thin']}]",6.456306449548026
258,00000015.txt,"you note his
extreme neatness of dress, the bright, unhealthy restlessness of his
eye, and--as a beam from the sun strikes them--the fineness of his short
red curls.","['extreme', 'bright', 'unhealthy', 'short', 'red']","['neatness', 'dress', 'restlessness', 'eye', 'beam', 'sun', 'fineness', 'curls']","[{'neatness': ['extreme'], 'restlessness': ['bright', 'unhealthy'], 'curls': ['red']}, {'neatness': ['extreme'], 'restlessness': ['bright', 'unhealthy'], 'curls': ['red']}, {'neatness': ['extreme'], 'restlessness': ['bright', 'unhealthy'], 'curls': ['red']}]",7.542592212025543
259,00000021.txt,"one had a rather haughty mien, as became a lawrence; the other, pretty,
piquant little sylvie barry, looked toward the elders, knit her brow,
with both thought and indignation visible in its lines, and held her
picture absently in her hand.

","['haughty', 'other', 'pretty', 'little', 'visible']","['mien', 'lawrence', 'barry', 'elders', 'brow', 'thought', 'indignation', 'lines', 'picture', 'hand']","[{'mien': ['haughty'], 'barry': ['piquant', 'little']}, {'mien': ['haughty'], 'barry': ['piquant', 'little']}]",7.13903836142898
260,00000021.txt,"at the age of eighteen she was living on the western coast of
ireland with her old father, when she fell in love with handsome jack
darcy, whose persuasive blue eyes were enough to melt the heart of the
most obdurate woman; the merriest, wittiest, best-tempered lad for miles
around, the owner of a small farm and numberless family traditions that
counted back to the time when

          ""malachi wore the collar of gold,
             he won from the proud invader.","['western', 'old', 'handsome', 'persuasive', 'blue', 'enough', 'obdurate', 'merriest', 'wittiest', 'small', 'numberless', 'proud']","['age', 'coast', 'father', 'love', 'jack', 'darcy', 'eyes', 'heart', 'woman', 'lad', 'miles', 'owner', 'farm', 'family', 'traditions', 'time', 'malachi', 'collar', 'gold', 'invader']","[{'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}, {'coast': ['western'], 'father': ['old'], 'darcy': ['handsome'], 'eyes': ['persuasive', 'blue'], 'woman': ['obdurate'], 'lad': ['wittiest', 'tempered'], 'farm': ['small'], 'traditions': ['numberless'], 'invader': ['proud']}]",5.802381631686593
261,00000021.txt,"a
striking contrast indeed to the handsome, well-dressed frederic.

",['handsome'],"['contrast', 'frederic']","[{'contrast': ['striking'], 'frederic': ['handsome', 'dressed']}, {'contrast': ['striking'], 'frederic': ['handsome', 'dressed']}]",7.299086104252513
262,00000021.txt,"""who wants
to be a stone or a clod, or even a bit of velvet moss?",[],"['stone', 'clod', 'bit', 'velvet', 'moss']",[],7.688522930935654
263,00000021.txt,"i
can't just explain,""--and his brows knit into a puzzled frown,--""but it
seems to me there is something grander than plodding along and saving a
little money.""

","['puzzled', 'little']","['brows', 'frown,--""but', 'grander', 'money']","[{'frown,--""but': ['puzzled'], 'money': ['little']}, {'frown,--""but': ['puzzled'], 'money': ['little']}]",6.31333864774698
264,00000021.txt,"here was the great,
whirring machinery, belts, bands, spindles, looms, and oftentimes a
stupid and stolid enough workman at one end, grinding out luxury and
elegance for david lawrence, esq.; that his family might tread on wilton
and axminster, dine from silver and crystal, dress in silks and velvets,
drive about with high-stepping bays, and scorn all beneath them.","['great', 'stupid', 'stolid', 'enough']","['machinery', 'belts', 'bands', 'spindles', 'workman', 'end', 'luxury', 'elegance', 'family', 'wilton', 'axminster', 'dine', 'silver', 'crystal', 'dress', 'silks', 'velvets', 'bays']","[{'machinery': ['great', 'whirring'], 'workman': ['stupid'], 'bays': ['stepping']}, {'machinery': ['great', 'whirring'], 'workman': ['stupid'], 'bays': ['stepping']}, {'machinery': ['great', 'whirring'], 'workman': ['stupid'], 'bays': ['stepping']}]",7.076671260850694
265,00000021.txt,"""fred, i hope you will
learn to modulate your voice, and not shriek so.""

sylvie put on her hat to go home.",[],"['voice', 'sylvie', 'hat']",[],7.021476524743991
266,00000021.txt,"""

""but what would you like best, jack?""

""that's just the trouble,"" and the youthful brows knit in perplexity.
","['best', 'youthful']","['jack', 'trouble', 'brows', 'perplexity']",[{'brows': ['youthful']}],5.471695454399395
267,00000021.txt,"iron, shoes, hats, paper, and clothing were manufactured to a
considerable extent, to say nothing of many smaller branches.","['considerable', 'many', 'smaller']","['shoes', 'hats', 'paper', 'clothing', 'extent', 'branches']","[{'extent': ['considerable'], 'branches': ['many', 'smaller']}, {'extent': ['considerable'], 'branches': ['many', 'smaller']}]",6.456009951457939
268,00000021.txt,"he was a little shocked at mrs. darcy in her mourning dress and widow's
cap.",['shocked'],"['mourning', 'dress', 'widow', 'cap']",[],8.263541420650627
269,00000021.txt,"jack rose suddenly, thrust his
hands in his pockets, and walked out into the twilight.",[],"['hands', 'pockets', 'twilight']",[],6.880297342511919
270,00000021.txt,"he shut his lips grimly, and pushed his
hat down over his eyes.",[],"['lips', 'hat', 'eyes']",[],6.905780355855563
271,00000021.txt,"he was fond of discoursing
on abstruse subjects, he dabbled a little into art, wrote some mystical
poems, tied a cravat beyond criticism, and wore faultless gloves and
boots.","['fond', 'little', 'mystical', 'faultless']","['abstruse', 'subjects', 'art', 'poems', 'cravat', 'criticism', 'gloves', 'boots']","[{'poems': ['mystical'], 'gloves': ['faultless']}, {'poems': ['mystical'], 'gloves': ['faultless']}]",6.882956882224861
272,00000021.txt,"no, that
would not suit _him_.

",[],"['_', '_']",[],9.047333777831584
273,00000021.txt,"one evening she came over to discuss a costume for a fancy-dress
garden-party.",['fancy'],"['evening', 'costume', 'dress', 'garden', 'party']",[{'party': ['fancy']}],7.42095713823752
274,00000021.txt,"mrs. eastman had brought some fashion-plates up from new
york, but they did not altogether suit her fancy: so the carriage was
ordered, and in a few moments it rolled to sylvie's door.

","['new', 'few']","['fashion', 'plates', 'fancy', 'carriage', 'moments', 'sylvie', 'door']",[{'moments': ['few']}],7.350921675222564
275,00000021.txt,"""if you understand music, you may have a taste in the fine arts
of dress as well.",['fine'],"['music', 'taste', 'arts', 'dress']",[{'arts': ['fine']}],6.774831389627414
276,00000021.txt,"they selected bits of fine taste here, they
made an elegant costume of no particular style, and irene was struck
with what she knew would be its becomingness.

","['fine', 'elegant', 'particular']","['bits', 'taste', 'costume', 'style', 'becomingness']","[{'taste': ['fine'], 'costume': ['elegant'], 'style': ['particular']}, {'taste': ['fine'], 'costume': ['elegant'], 'style': ['particular']}, {'taste': ['fine'], 'costume': ['elegant'], 'style': ['particular']}]",8.465612092316581
277,00000021.txt,"no one else could have carried off the peculiar style of
dress.",['peculiar'],"['one', 'style', 'dress']",[{'style': ['peculiar']}],9.239708755572497
278,00000021.txt,"he touched his hat, and
bowed with an almost stately deference.

",['stately'],"['hat', 'deference']",[{'deference': ['stately']}],7.314672547934908
279,00000021.txt,"she was not always going to watering-places and
parties and theatres, she did not talk continually of dress and
conquests.",[],"['watering', 'places', 'parties', 'theatres', 'dress', 'conquests']",[],7.123866739900467
280,00000021.txt,"he did not fall in love with the picture before him, sweet as it
was,--the young girl in a soft flowing white dress (she was too true an
artist to have starchy outlines), the shimmering hair, the delicate
wavering color, the proud poise of the head, the plump white arm and
slender fingers with their pale-pink nails, and, above all, the
exquisite voice that seemed so to enter into the culmination of the
story, the last few sentences of pathos, joy, and complete fruition.

","['sweet', 'young', 'soft', 'white', 'true', 'starchy', 'shimmering', 'delicate', 'wavering', 'proud', 'plump', 'white', 'pink', 'exquisite', 'last', 'few', 'complete']","['love', 'picture', 'girl', 'dress', 'artist', 'outlines', 'hair', 'color', 'poise', 'head', 'arm', 'slender', 'fingers', 'pale', 'nails', 'voice', 'culmination', 'story', 'sentences', 'pathos', 'joy', 'fruition']","[{'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}, {'girl': ['young'], 'dress': ['soft', 'flowing', 'white'], 'artist': ['true'], 'outlines': ['starchy'], 'hair': ['shimmering'], 'color': ['delicate', 'wavering'], 'poise': ['proud'], 'arm': ['white'], 'nails': ['pink'], 'voice': ['exquisite'], 'sentences': ['last', 'few'], 'fruition': ['complete']}]",6.3095873621663605
281,00000021.txt,"she might have a slight
fancy for jack darcy: his sisters had spoken of it, and these great,
fair, muscular giants were often attractive to women, through the very
strength and rude force with which they pushed their suit.","['slight', 'great', 'fair', 'muscular', 'attractive', 'very', 'rude']","['fancy', 'sisters', 'giants', 'women', 'strength', 'force', 'suit']","[{'fancy': ['slight'], 'giants': ['great', 'fair', 'muscular'], 'strength': ['very'], 'force': ['rude']}, {'fancy': ['slight'], 'giants': ['great', 'fair', 'muscular'], 'strength': ['very'], 'force': ['rude']}, {'fancy': ['slight'], 'giants': ['great', 'fair', 'muscular'], 'strength': ['very'], 'force': ['rude']}, {'fancy': ['slight'], 'giants': ['great', 'fair', 'muscular'], 'strength': ['very'], 'force': ['rude']}]",7.667185387408407
282,00000021.txt,"she could hear and see, she could make pleasant, trenchant
remarks: indeed, she was one of themselves, as young in heart, if the
hair did glisten silvery under the bit of exquisite thread-lace that did
duty as an apology for a cap.

","['pleasant', 'trenchant', 'young', 'exquisite']","['heart', 'hair', 'silvery', 'bit', 'thread', 'lace', 'duty', 'apology', 'cap']",[{'thread': ['exquisite']}],7.3930271557374
283,00000021.txt,"several gems of pictures adorned the wall, which
had been newly frescoed to suit his fancy.",['several'],"['gems', 'pictures', 'wall', 'fancy']",[{'gems': ['several']}],7.427472528982807
284,00000021.txt,"he did not take in any of the occult meanings: to him she was
simply a pretty girl whom he could dress in silk instead of lawn.

",['pretty'],"['occult', 'meanings', 'girl', 'silk', 'lawn']",[{'girl': ['pretty']}],7.058714208308807
285,00000021.txt,"i possess some of the necessary
requirements, and doubtless suit you better than any mere fashionable
woman.","['necessary', 'doubtless', 'mere', 'fashionable']","['requirements', 'suit', 'woman']","[{'requirements': ['necessary'], 'suit': ['doubtless'], 'woman': ['mere', 'fashionable']}, {'requirements': ['necessary'], 'suit': ['doubtless'], 'woman': ['mere', 'fashionable']}, {'requirements': ['necessary'], 'suit': ['doubtless'], 'woman': ['mere', 'fashionable']}]",8.046940966709178
286,00000021.txt,"the farmers must
dispose of their wool, and labor must come down.",[],"['farmers', 'wool', 'labor']",[],7.9410663830462225
287,00000021.txt,"they were not content to live as their fathers had lived; and, where the
mothers wore print dresses, the daughters must have silk.",['content'],"['fathers', 'mothers', 'print', 'dresses', 'daughters', 'silk']",[],6.931658929296192
288,00000021.txt,"he always went handsomely dressed, and wore diamond shirt-studs,
an expensive seal-ring, a substantial watch-chain with two or three
costly charms.","['dressed', 'expensive', 'substantial', 'costly']","['diamond', 'shirt', 'studs', 'seal', 'ring', 'watch', 'chain', 'charms']","[{'ring': ['expensive'], 'chain': ['substantial'], 'charms': ['costly']}, {'ring': ['expensive'], 'chain': ['substantial'], 'charms': ['costly']}, {'ring': ['expensive'], 'chain': ['substantial'], 'charms': ['costly']}]",7.897512120680518
289,00000021.txt,"the
chilliness in the air made him draw his coat together by one button, and
slip his hands into his pockets.",[],"['chilliness', 'air', 'coat', 'button', 'hands', 'pockets']",[],6.650573924379034
290,00000021.txt,"on
one side a long case with glass doors above and drawers underneath,
filled with bottles and books and papers, perhaps in not the most
systematic order; at the farther end a fire in an open-front stove; a
luxurious turkish lounge covered with russet leather, and a bright wool
blanket thrown carelessly over it; several capacious armchairs; and in
one, with his legs stretched out on another, sat dr. philip maverick,
eight and twenty or thirty years old, perhaps.

","['long', 'systematic', 'farther', 'open', 'front', 'luxurious', 'turkish', 'bright', 'several', 'capacious', 'old']","['side', 'case', 'glass', 'doors', 'drawers', 'bottles', 'books', 'papers', 'order', 'end', 'fire', 'stove', 'lounge', 'russet', 'leather', 'wool', 'blanket', 'armchairs', 'legs', 'years']","[{'case': ['long'], 'order': ['systematic'], 'end': ['farther'], 'stove': ['front'], 'lounge': ['luxurious', 'turkish'], 'blanket': ['bright'], 'armchairs': ['several', 'capacious']}, {'case': ['long'], 'order': ['systematic'], 'end': ['farther'], 'stove': ['front'], 'lounge': ['luxurious', 'turkish'], 'blanket': ['bright'], 'armchairs': ['several', 'capacious']}, {'case': ['long'], 'order': ['systematic'], 'end': ['farther'], 'stove': ['front'], 'lounge': ['luxurious', 'turkish'], 'blanket': ['bright'], 'armchairs': ['several', 'capacious']}, {'case': ['long'], 'order': ['systematic'], 'end': ['farther'], 'stove': ['front'], 'lounge': ['luxurious', 'turkish'], 'blanket': ['bright'], 'armchairs': ['several', 'capacious']}, {'case': ['long'], 'order': ['systematic'], 'end': ['farther'], 'stove': ['front'], 'lounge': ['luxurious', 'turkish'], 'blanket': ['bright'], 'armchairs': ['several', 'capacious']}, {'case': ['long'], 'order': ['systematic'], 'end': ['farther'], 'stove': ['front'], 'lounge': ['luxurious', 'turkish'], 'blanket': ['bright'], 'armchairs': ['several', 'capacious']}, {'case': ['long'], 'order': ['systematic'], 'end': ['farther'], 'stove': ['front'], 'lounge': ['luxurious', 'turkish'], 'blanket': ['bright'], 'armchairs': ['several', 'capacious']}]",6.644432079951422
291,00000021.txt,"still
that would not suit as well.",[],[],[],8.084854886057185
292,00000021.txt,"the soul so used to ease and luxury, fine linen and
soft couches, delicate appetites, indolent habits, intellectual pursuits
and graces, to be put in rough harness of business at once, would be
cruel, nay, worse, like chaining humming-birds to a dray-wagon.","['fine', 'soft', 'delicate', 'indolent', 'intellectual', 'rough', 'cruel', 'worse']","['soul', 'luxury', 'linen', 'couches', 'appetites', 'habits', 'pursuits', 'graces', 'harness', 'business', 'nay', 'birds', 'dray', 'wagon']","[{'linen': ['fine'], 'couches': ['soft'], 'appetites': ['delicate'], 'habits': ['indolent'], 'pursuits': ['intellectual'], 'harness': ['rough'], 'birds': ['humming']}, {'linen': ['fine'], 'couches': ['soft'], 'appetites': ['delicate'], 'habits': ['indolent'], 'pursuits': ['intellectual'], 'harness': ['rough'], 'birds': ['humming']}, {'linen': ['fine'], 'couches': ['soft'], 'appetites': ['delicate'], 'habits': ['indolent'], 'pursuits': ['intellectual'], 'harness': ['rough'], 'birds': ['humming']}, {'linen': ['fine'], 'couches': ['soft'], 'appetites': ['delicate'], 'habits': ['indolent'], 'pursuits': ['intellectual'], 'harness': ['rough'], 'birds': ['humming']}, {'linen': ['fine'], 'couches': ['soft'], 'appetites': ['delicate'], 'habits': ['indolent'], 'pursuits': ['intellectual'], 'harness': ['rough'], 'birds': ['humming']}, {'linen': ['fine'], 'couches': ['soft'], 'appetites': ['delicate'], 'habits': ['indolent'], 'pursuits': ['intellectual'], 'harness': ['rough'], 'birds': ['humming']}, {'linen': ['fine'], 'couches': ['soft'], 'appetites': ['delicate'], 'habits': ['indolent'], 'pursuits': ['intellectual'], 'harness': ['rough'], 'birds': ['humming']}]",7.071668629502397
293,00000021.txt,"then
he threw himself into his luxurious russia-leather chair, rested his
feet upon the edge of the desk, settled his hands comfortably in his
pockets, and began to consider.",['luxurious'],"['russia', 'leather', 'chair', 'feet', 'edge', 'desk', 'hands', 'pockets']",[{'chair': ['luxurious']}],6.37726322321148
